"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","rc.comp","Pred","stdPred","resid","CI_group"
"97","1160",20.42,-1.563914591,62.67,0.869596654,42.67,3.329907069,62,1.421900249,22,0.682542295,201,0.621974035,26,-1.531462466,76,0.459468012,36,1.142935739,1.575986567,1.824716733,-0.156308474024477,0.528788664027331,0.591497741100096,-0.0693206520273306,"EAC"
"98","1161",21.58,-4.393914591,126.67,-0.570991898,68,0.885899593,63,-0.026231123,31,0.682542295,199,-0.843462206,23,-1.354899639,78,-0.373853223,38,-0.089482551,0.242804717,0.281125384,0.200198497130283,-0.822963550342424,-0.920558843593147,0.449110327342424,"UGC"
"99","1163",22,-5.813914591,118.67,-0.499151524,64,-0.879800747,67,-0.681836275,26,-1.063496366,193,-0.891006211,21,-1.693910723,84,-1.322627727,41,-0.539616645,-0.781071228,-0.904343837,0.963727190222448,-1.16774841062226,-1.30623175963992,-0.154879316377737,"EPC"
"100","1165",15.67,-1.483914591,121.33,2.002838041,62.67,1.725960837,71,0.965801985,29,1.102549013,204,0.473411677,23,0.591254207,75,1.614725431,37,-0.089482551,1.449287469,1.678021343,-0.0901730827696397,0.716118011002178,0.801042485757065,0.898607419997822,"UGC"
"101","1167",21.92,-3.483914591,125.33,-0.499151524,84,-0.809399903,74,-0.968234398,31,-0.851164447,215,-1.156765001,24,-0.503071129,89,-1.509355496,41,-0.317608215,-0.781987568,-0.905404799,1.31797505107709,-1.0993694357353,-1.22974371831601,-0.409986060264697,"EPC"
"102","1168",20.25,-2.733914591,112,-1.291016097,49.33,-0.371433657,62,-1.10178426,26,-1.063496366,180,-0.843462206,20,-0.738283726,51,-0.279001579,32,-1.557934351,-0.956932595,-1.107960534,-1.58107767860809,-0.961671723570213,-1.07571642680276,0.682670144570213,"EPC"
"103","117",22.02,2.266085409,181.24,0.581154851,78.04,0.656333036,74,0.965801985,28,1.567141763,223,0.854960526,23,1.232951274,86.26415094,1.474234252,42,0.63160695,0.942607909,1.091375054,1.25560054818841,0.996154177438515,1.11428815675435,0.478080074561486,"UGC"
"104","1174",19.08,-1.733914591,125.33,0.653535379,69.33,0.491533654,67,0.750905434,29,1.102549013,200,0.935398336,22,-0.958524173,76,0.021240794,37,0.385124145,0.74963087,0.867941403,-0.0359916918857962,0.56966452808377,0.63722107614962,-0.548423734083769,"UPC"
"105","1175",20.83,-1.233914591,124,0.221412828,78.67,2.128770413,74,-0.368379615,30,-0.035776103,203,-0.312486205,16,-1.163993086,81,0.459468012,39,-0.089482551,0.486506881,0.563289856,0.506924259937549,-0.281461766776435,-0.314840333380948,0.740929778776436,"UGC"
"107","1178",22.67,-2.813914591,109.33,0.365093576,66.67,-0.143532136,63,-0.828317379,28,-1.41322975,189,-0.427114091,15,1.578007153,75,-0.890495242,35,-0.089482551,-0.504996422,-0.58469751,-0.327580328539333,-0.243810247358164,-0.272723718179658,-0.646684994641836,"UPC"
"110","1180",18.5,-1.733914591,122.67,-2.227641725,76,-1.845227782,70,-1.229160995,25,-1.554992181,202,-1.238248435,20,-0.503071129,81,-1.043557637,35,-0.96528561,-1.714255671,-1.984808166,0.0192025631692336,-1.32761751486915,-1.48505974985573,0.284059877869147,"EPC"
"111","1182",22.67,-2.393914591,138.67,-0.354930623,72,0.573339531,69,-1.10178426,31,-0.339824306,210,-1.114725156,20,-0.738283726,81.54716981,-1.116654715,41,-1.366497347,-0.305799915,-0.354062803,0.804425954493932,-0.955772264391629,-1.06911735043189,-0.160882450608372,"EPC"
"113","1185",23.67,-0.983914591,137.33,3.880950675,74.67,3.137628247,73,1.421900249,32,1.567141763,214,1.539189492,21,1.232951274,86,1.202557614,41,1.678754225,2.501905234,2.896768564,1.10059176996087,1.64044297736821,1.83498320132064,-0.43788536336821,"UPC"
